Review,Rating
"n't nervous resort b/c unfavorable reviews truth nice resort large pretty well-kept, room bit dusty suspect b/c n't occupied, resort busy crowded thanksgiving week, n't partly reason not kind place getting away stretch imagination, beach ok water muddy hell b/c river nearby dumped debris recent rains, food pretty bad way overpriced-and n't kid food no matter hotel restaurant, pool nice 90 canopy joke, drinks overpriced strong, important point make read service terrible disagree-i received great service time-my complaint b/c arrived 4am left dregs room choices, not nicest westin property far not nightmare,  ",3
"rio mar nice pool beach n't stayed rio mar 11/22-26 thanksgiving week similar problems previously posted reviews, kind start positives, check-in went smooth tuesday holiday did long lines wednesday thursday, room 6126-oceanview kept clean housekeeping hallway needed extra towels etc.. yes beach pool areas nice, holiday weekend plenty lounges available immediate poolside chaises belongings 8am did staff adding chaises later day nobody place sit, pool area pretty kids blast water slide, construction going bit annoying large hoses stretched entry area beach tuesday wednesday did break holiday weekend, beach nice plenty lounges.because holiday week hotel booked solid exception tuesday night restaurants open, plenty staff friendly helpful, restaurants kids club menu great picky kids, issues major food, ate shimas asian palio italian grill room/iguana pub golf course, shimas far best sushi used eating home price, biggest let palio limited menu high prices sub-quality food, ny area accustomed paying bit eat expect good meal, rio mar did not, not single meal sushi did feel worth money charging, buffet breakfast not generally eat large breakfast 18 person not worth, did not buffet thanksgiving meal 45/adult 22/child just not justify spending money thursday learned know just n't worth, restaurants golf course did bit selection calamari looked like frozen onion rings 30 roast duck tasted like rubber, saving grace stretching david cookie bar lobby, served coffee pastries ice cream snacks, breakfast morning ice cream kids night, prices incredibly inflated 3 large coffee, rooms so-so..although stated kept clean severe need updating, bathrooms 80 brown wooden furniture looks like belongs childs room, public bathrooms lobby updated better shape stalls bathroom working locks, not sure problem addressed truly annoying, tips traveling rent car use self-park bring snacks eat poolside dont limit onsite dining greatly disappointed bring bug spray use time make sure rainforest car tour..its free, despite problems did nice time met nice people, kids great time pool beach really loved iguana feeding morning 11, did alot clouds rain kids activity director things planned kids busy, not return rio mar strictly issues dining, enjoy quality food dont like feel ripped time eat meal, hope review helpful.shelley,  ",3
"great time westin time puerto rico family stayed villas westin rio mar resort, villa nice nothing special, couple cockroaches stay guess comes tropical climate.i thought grounds beautiful taken care, ocean nice good swim, pools gorgeous, pool families quiet pool adults, small waterslide not exciting young kids love it.all workers staff friendly.the food expensive resort family did not eat, rented car able meals local restaurants.all experience great ca n't wait come,  ",4
"westin experience husband platinum preferred starwood guests good fortune staying beautiful starwood properties, property not favorites, room bit odd not clean, housekeeping perfect hairs sheets arrival bathroom floor, tropical environment greeted colony tiny non-biting ants room arrival, food fair good, exist black bean soup fine, plan hit burger kings pass way resort, finding good native food remains mystery, hotel recognize capatlize guests captives reality offer high priced poor quality food drinks, course mentioned black bean soup actually good churassco, beach actually quite good pretty plenty towels nice lounge chairs, gym not good super-hot, plus blasing electronica makes working possible panic attack, captive birds lobby decor quite depressing dissapointed starwood property embracing animal cruelty.finally worst problem property location truly middle long depressing road lined burger kings ramshackle shops, explore option closer san juan return,  ",3
"best average starwood preferred member wife decided vacation puerto rico decided chance westin rio mar saw mixed reviews, experience probably won__Ç_é_ return certainly not low season, good=======nearly frontline staff great, went way attempt make lack open facilities, weren__Ç_é_ overly efficient really tried hard good attitude.nice beach crowdedbeach chairs provided no cost unlike starwood beach resortsexcellent spa nice workout facilitiesnear el yunque great day-trip, super guide harry provided hotel, great sounds really grew enjoy tree frogs singing night.the bad=====of restaurants advertised property open regularly stay, required shuttle bus ride golf club making inconvenient grab quick bite, want eat property cost 15 way nearby restaurants, lack eating choices single biggest complaint resort, it__Ç_é_ obvious best property it__Ç_é_ fair provide guests decent selection places eat guests advance notice expect.our housekeeping service pretty spotty, stayed 8 nights didn__Ç_é_ maid service day period midway stay called service express, clear staff didn__Ç_é_ change sheets placed sheets__Ç placard bed, musty hallways walls jokingly tried guess neighbors going order breakfast morning knew hear second discussed, property renovating rooms 9-5 constant banging/drilling/hammering coming other.the average========the casino nice diversion, not table games odds weren__Ç_é_ favorable player, example blackjack double 9 10 11 couldn__Ç_é_ surrender, advertisements casino prominently display people playing craps couldn__Ç_é_ craps table, playing drink you__Ç_éÈe polite period, table limits low able 5 table looked one.the food unspectacular palio restaurant, expect quality food does not match price, kids think property, you__Ç_éÈe looking peace quiet romance i__Ç_é not sure you__Ç_éêl, example pool__Ç, polite westin-speak no kids 3-4 children running around/screaming, parents oblivious ignored westin__Ç_é_ effort set aside area.no place perfect 100 time generally laid little mishaps vacation, property way i__Ç_ée experienced starwood property,  ",3
"beach wonderful husband stayed westin not traveled 4star hotel goers not overly impressed, hotel beautiful surrounding grounds, restaurants nice food okay, did enjoy marbellas expensive bottle wine 52.00, arriving placed room parking lot view room reeked cigarette smoke, called desk 5 minutes switched mountain view room nice, breakfast buffet great beach wonderful relaxing long set little beach, pool disappointing, extremely crowded kids pool water sickeningly warm tons hair floating, needless say stayed beach day, overall westin average nothing great nothing terrible,  ",3
"great place needs improvement stayed westin rio mar early march 2005. resort gorgeous grounds spectacular, service arrival outstanding, bellhopes point make feel welcome.the room nice disappointment told ocean view room teensy bit sea enormous palm trees blocking view, room nice big bathroom clean great condition, heavenly bed westin exactly heavenly, best nights sleep long time, great open sliding glass door lulled sleep sound ocean waves.the refrigerator minibar did n't work lukewarm forcing downstairs sent room service.the maid staff serviced room spectacular, group arranged maid staff rooms day drop favors conference attendees, came having serviced room messed beds fixed second time, evenings knew likely planned activity come bring bucket ice us.i disagree reviewer said nothing nearby, just short drive away pharmacies fast food joints burger king mcdonald outlet mall shoppers there.i agree reviewer commented food restaurants resort, palio particular enormous disappointment, seldom turn away food shocking n't eat 14 gourmet pizza ordered, people group evening totally unimpressed meal choice, did n't complain send meal waitress came ask wanted pizza boxed ate half slice said no thank no follow-up bill.the rest food ate attendees group boring breakfast day similar lunches day adequate came food, annoying wait staff hardly wait cleared plate descend table away, occasion tell no not finished yet.my biggest complaint kids club awful, people night used services obviously bored tears did absolutely nothing attempt engage son conversation not hi, let play, arrived watching soap operas tv returned pick son reported asked play said busy, sat tube played movie shrek nobody asked okay absence.would stay, yes provided improvement kids club food quality selection,  ",4
"wo n't 2 couples excited stay expecting quiet beach resort vacation arrived lobby conventioneers beach pool relatively uninviting, little warm welcoming hotel, rooms overlooked cement wall, staff desk try helpful changing rooms disappear 15-20 minutes time closed door return answer come later, wasted entirely time trying rooms changed, finally 2 nights checked went ponce hilton wonderful, beds best thing westin,  ",2
"wonderful weekend just returned night wonderful weekend celebrating in-laws 50th wedding anniversary, reading terrible reviews bit afraid, rest assured terrific resort lovely people delicious food beautiful grounds, loved palio sushi place especially, restaurant fuss in-laws special dessert serinade, grounds immaculate, staff attentive bit language problem places, resorts consider pretty picky, return westin,  ",4
"return 10th trip puerto rico 2nd stay westin, stay 5 years ago excellent room upgrade, trip gold level starwood card holders terrible, booking told travel agent did not want mountain view room booked resort view pool/partial ocean view king bed, arrived assigned mountain view room beds, nicely contacted desk tried explain resort view room view mountains, did different room king bed overlooking mountains roof parking garage, stayed night, entire night whistling sound went day night, explained situation standing desk 2 hours moved room view service road beds, starwood gold level member meant nothing hotel, spent remaining days room no wash cloths days no coffee days hair dryer, usually satisfy easily resort cares large groups coming conferences, return property, good features resort good features not worth trouble,  ",1
"great time great place booked trip reading reviews site, thank goodness did, admit wary reading mixed reviews hotel received years, frequently reviews alternate radically, nearly called cancel trip stay, incredibly happy didn't.upon arrival airport greeted westin representative bags procured taken air-conditioned bus offered bottles cold water, waiting minutes guests arrive 40-minute trip hotel, place gorgeous, start hotel, furnishings general ambiance great, tropical elegant feeling, waited minutes line check went smoothly, bags luggage golf clubs immediately taken clubhouse rode elevator bellman incredibly nice informative, room great, n't huge n't incredibly luxurious clean comfortable not mention infamous heavenly beds definitely worthy, view amazing, straight view grounds ocean, balcony adequate comfortable chairs matching table, traveling companions golfer interested getting round dinner called clubhouse, ran snag, having tournament day unable course course, tip golfer making reservations hotel events courses stay river course ocean course, golf courses owned hotel share allows golfers westin access make sure no events scheduled, went downstairs speak manager, polite apologized inconvenience giving free lunches day, given free round golf, yeah, did n't, four-star rating five.once getting hurdle went downstairs restaurant called marbella, marbella casual dining everyday place, pricey yes, expect going away, resort thinking frugal naivete going trouble, places expensive, food great service impeccable, decide ask sit juan area breakfast lunch, grounds amazing, meticulously cared absolutely stunning, normally beach people n't big fans sand quality little muddy spent time cabana tent quiet pool, tip early want available cabana tents, early risers great, umbrellas sit tent pretty awesome.a previous reviewer mentioned iguanas like dogs right, pretty amazing dinosaur like creatures waddle surrounding greens walk pool area, saw dip pool, n't bother preferring nibble grass bite tourist, used having people stop pose pictures taken.at pool area waiters waitresses frequently stop ask want drink food coqui bar named famed coqui frogs, carry laminated menus not familiar food selection, summer realize off-season, hotels repairs, price pay lowered rates crowded atmosphere, bit disappointed italian place palio closed, did asian restaurant shimas amazing food, generally casual diners spent nights marbella, buffets evenings did selection palio available, got amazing italian food, open highly recommend it.before finish rambling like say great time, definitely going year highly recommend resort, service n't liking try smile, extra friendly, work customer service industry tell ya smile goes really long way improved service,  ",4
"wonderful stay beautiful wonderfully maintained hotel great location, 9, hotel able 3 rooms great view rain forest, rooms clean spacious individual balconies, staff extremely friendly tikki bar staff housekeeping exceptional highly attentive concierge desk personnel best seen.the beach nice spent time, golf courses tight fun play.complaints expensive, quality good prepared pay it.-lack organized sporting activities, activity desk list activities day follow-up initiate, organized activity advantage water aerobics.i recommend hotel stay,  ",4
"stay away, horrible service especially hotel restaurants, beautiful property disappoints staff, platinum guest expected courtesy minimum met brusque rude service desk long long waits restaurant especially mirabella virtually ignored, stay resort, starwood properties better,  ",1
"nice recently stayed westin rio mar say pleasurable visit, hotel nice service okay, firsty got room n't ready 10 wait hour half traveling 12 hours, problem bathroom calling 4 times dealing nasty house maid moved food great expensive.there not resort expecially night, best rent car tour island, cab fare absolutely ridiculous,  ",3
"beautiful property poor service priced let start saying resort absolutely beautiful far grounds concerned.the rooms needed redone old outdated looking, stayed oceanfront junior suite no means met standards star room, biggest problem encoutered nickel dimed death charges eveything, nothing mean nothing given complimentary resort, non-motorized water sports money parking money resort service fee daily money, picture food mediocre best definately not worth money, checked paradisus newest inclusive resort definately far best dollar, overall great time no credit westin,  ",2
"extended stay visited westin rio mar group 15 including children adults ages, terrific time, pool beach extremely convenient well-designed, kids played hours activity pool, ocean water warm waves make fun carribean destinations, extremely easy getting property various restaurants lovely buffet breakfast morning, delicious dinner palio located ground floor, booked atlantic suite large impressive, absorbed large group nicely, comment westin just does not umbrellas beach pool matter, beach staff said begged management buy, hope, want consider bringing portable cabanas,  ",5
"great place vacation, stayed april 21-25 wonderful vacation, resort beautiful golf course nice beach wonderful great long walks nice soft sand yes brown atlantic ocean, water great clear sand great playing swimming, room nice reserved standard mountain view check-in simply asked ocean views available got upgraded free, hurts ask, room clean, did smell little musty hey tropical warm wet climate expect, fitness room needs improvement small equipment did n't work got ok n't time, casino small cheesy ok casual gambler, service hotel desk consierge bars pool beach friendly helpful, service restaraunts slow just expect dinner, food good, arrange reservations dinner w/ consierge desk early advance good times, plenty chairs beach towels available, food drinks n't caribbean resort just expect pay, price sensitive things maybe caribbean not mexico, overall outstanding stay beach worth, world nice place money, read comments hotels advice slow relax afterall vacation nice, nice relaxed great service return, oh yeah gratuity bell man maids added automatically n't tip day unless want pay double, anytime want avoid surprises like check just ask expect end far hidden charges, return resort,  ",4
"fabulous week just came week westin 5 8 year old, terrific week, time westin el san juan conquistador best far, family plan included things importantly kids club kids meals, concierge floor great, enjoyed variety restaurants did not overpriced, resort going pay dining, beach immaculate entire hotel matter, staff incredibly attentive rude service, no issue bugs, kids loved kids program times, attentive kept occupied, projects prove, definitely return told avoid peak vacation weeks, pulled kids school worked quite,  ",5
"bright lights overall worse expected good things really poor things place stay, location beach nice, walk room pretty right beach, view breathtaking, ask ocean view rooms reserve room, got asked none available, higher floors better pedestrians right lower floor rooms curtains open, hotel clean attractive ventilation room hallways really bad air warm humid smell bad, service ranged rarely good uniformly horrible, frequently waited long times orders taken check, twice waited check 20 minutes plates cleared eventually managers, waitstaff refuse make eye contact gave impression felt like beneath, times genuinely nice people serve help bags concierge desk nice not overstate prepared awful service not, week not just twice, casino story times waited 20-30 minutes come service slot machine played pay, unless not come despite cameras ceiling, want free drinks better sit table games, wife sat slots 2-3 hours separate nights saw waitress, surprised brochure room said casino patrons entitled free drinks experience nights, brought desk comped breakfast buffet nice, food pretty good italian restaurant palio really good, isolated resort not rental car eat meals, believe overcharge know no options, breakfast buffet 18.50 person, dinner buffet average food chicken parmesan boiled chicken breast no breading tomato sauce shreds parmesan cheese 30.00 person, virgin strawberry daquiri essentially strawberries ice beach bar 6.00, warning hotel include gratuities not told, 2.00 housekeeping gratuity day tacked left tips pillow did n't know gratuity, bellhop bring bags tipped did, lo behold ended separate 12.00 bell service gratuity day no told, overall enjoyed beach, resort nearby definitely try time,  ",2
"good times baffled reading reviews entitled hell earth complete paradise decided heck tried rio del mar, spent 3 nights 4 days generally good stay, mid jan good time b/c not crowded, nice clean room overlooking ocean friendly service mediocre food, let address people complained honest feedback:1 food pricey resort naturally food drinks expensive nyc prices shouldnt suprise, food quality decent not wonderful, heard good resturants area stuck 4 located resort satisfied not thrilled, asian place shimas not great palio maribella okay, nothing beats looking ocean eat.2 resort isolated far san juan not far 35 min drive nice isolated enjoy tropical paradise rain forrest heart san juan planes come 2 min hotels right near airport, saw awesome wildlife including 3 feet iguanas place, hotel airport shuttle rip though.3 terrible service impressed warm service complaints, later checkout let use facilities day shower spa, waitstaff pretty courteous too.4 bugs n't bad rains lot biting nats come bring bug spray fine, n't bad people be5 nothing 2 pools golf tennis basketball casino fitness center kidding 6 dirty beach beach ok lacked pure carribbean white sand clear blue water, want st. thomas islands.7 mean staff staff pretty nice helpful gave lots towels, ca n't complain.overall good brief stay, hope review helpful people just confused pre-trip, not cheap worth excursion cold ny, reccommend,  ",4
"palace paradise wife stayed westin rio mar 4 nights early october 2003 best vacations life, enjoy traveling stayed truly exceptional hotels, westin rio mar ranks best experienced, couple high points service excellent westin employee greeting smile, room upgraded junior suite mountain view great scale, compared carribian hotels far exceeded expectations, pools great offering families kids kid-free travelers, beach extraordinary highly recommend walks beach just sunset really feels like walking movie.i read reviews hotel prior staying truly say not know people complained quality price restaurants, ate palio marbella ajili mojili coqui lounge, good palio dinner seafood buffet marbella topping list, far price resort food not cheap, 100 dinner drinks 12-18 breakfast buffet 30-40 lunch par course, food prices good.finally puerto rico wonderful island, old san juan combined elements attractive cities seen, recommendation tapas restaurant el coventeno hotel sight better order pitcher sangria.i not higher recommendation westin puerto rico,  ",5
"drawbacks charming just returned puerto rico spend trip rincon lazy parrot inn, nestled hills views ocean, stayed new building room comfortable clean nicely decorated large balcony overlooking swimming pool, casual friendly feel place nice contrast large resort san juan stayed, pool nice hot tub cold visit, 2 restaurants outdoors pool decent menu good food, did not eat restaurant upstairs little formal menu looked inviting, lovely outdoor tables set little secluded areas, 2 cages parrots love birds kids loved, stay included continental breakfast eaten pool, waiting dinner night kids played kids pool area chatted guests, definately relaxing children, downside arrived peurto rico week big pieces luggage, lift flight stairs series steps flights stairs room, asked help bags told no, departure discovered drive inn bring bags bar involved lugging flights, night ice machine ice blender make frozen drinks broken, second night stayed engagement party pool event going place crowded, placed order dinner shortly 8pm 8:40pm told items ordered, ordered salad instead thinking quick 9pm no food kids fallen asleep, point cancelled order went room, music blaring pool 11pm right underneath balcony, waiter really haried worth checking parties scheduled stay, small step-up going pool area breakfast area not obvious noticed people trip, morning leaving woman fell dropping glass plate landed piece broken glass went knee, definate hazard easily rectified painting step bright color.pool hours 10am 6pm did not strictly enforced, kids early risers bugged 8am pool did not permit rule, comfortable breaking guests swimming pool outside hours, need towels bring beach did not know.on loved ambiance casual laid feel lazy parrot, think unfortunate second night anomoly, try,  ",3
"huge disappointment knew hotel not directly beach disappointed discover ocean view room did not view ocean unless using binoculars, stayed new addition room spacious decorated large balcony, no phones room communicating friends rooms near impossible unless use cell phones yell balcony, bathroom modern lacked sufficient lighting wash face certainly n't makeup, no shelves shower stall hold soap hair products, 3 nights day told hot tub needed heater, arrived, actually left day early course n't refund money fact checked immediately charged balance stay showing rooms went ponce night returning san juan, hotel given great reviews totally disappointed,  ",3
"loved lazy parrot just returned 8-day stay lazy parrot just loved, arrived early day airline schedule given room thank, new poolside rooms just lovely, plenty room family 4 clean beautifully decorated, nice breakfast outside morning pool, rum punches evenings rum shack plus good food did n't want venture dinner, friendly, n't hesitate recommend lazy parrot,  ",5
"great girlfriend booked hotel couple days..whole stay terrific eventhough restaurant closed nice cozy place recommemed no doubt gracias,  ",4
"pleasant surprise just finished seven days lazy parrot, wonderful stay, relaxing quiet, staff wonderful right retrieving replacement key lost rental car, thank nancy, jabby great informative questions thank boarding passes, smiley fixed mean death tea drink worked, entire staff food good professional, single thing saw did n't care employee let child eat food pool, outside no complaints, continental breakfast sufficient like fresh bananas kiwi, quepanas fresh august., not hesitate return, maybe try new rooms currently building, rooms cleaned daily quiet, hot water bit slow come hey hurrying vacation, feel free book, great stay, thanks metty morgan mary politte kentucky usa,  ",4
"short pleasant stay past week decided pack local turism, 10 month old baby did n't want road day called lazy parrott spend night, outside looks like just restauramt inside comfortable nice, pool area beautifull, really enjoyed stay sure back.fa, hernandez-nieves,  ",5
"rampant escapades say single lonely lazy parrot ideal experience meeting people.the beverages exteremely satisfying led catching lot new friends.the day quite exeprience n't think saw daylight days,  ",5
"parrot impressed salty sea dog ventured lazy parrot lazy pint parrot, fine establishment worthy pirate like, rate skulls wooden leg, arrrrgh,  ",5
"nice property poor beach, grounds resort beautiful maintained, room clean, pools nice, beach terrible, usually beach summer spend day lounging beach, beach unattractive did n't want look, time vacationed beach stayed away, really missed hearing ocean waves, having said nice, looking beautiful beach vacation stay away, type loves lounge pool great place pool area relaxing beautiful flowers,  ",3
"heaven earth stayed different hotels inns far place best, place special vibe described relax, place makes relax sleep make just rewind stress carry, gladly say somebody unplug kids electronic device normal, curious natural surroundings got connected family, time moves different place like country, played day pool food cafeteria enormous, hotel n't crowded went week, visit guilligan island directly hotel no need, staff friendly gave information needed, portoricans say got married place, just loved,  ",5
"paradise reclaimed blessed resort unpleasant stay night fusion, season copamarina not crowded, staff welcoming caring, really took care needs, grounds clean maintained, pools hot tub phenomenal, fun beach enjoyed gilligans island drove end road hike secluded beaches, spent 5 nights 6 days relaxing enjoying vacation, husband worked club morning 50 food restaurant fantastic, special vegetarian menu like, ecstatic, intended staying 2 nights realized wanted needed look, thank copamarina making vacation best,  ",5
"beautiful grounds hospitality lacking admit high expectations reading glowing reviews copamarina not, pay advance stay billed resort expected wait staff good quality speak english well.we stayed immediately hurricane dean passed island essentially no damage pr, drove noted strong dead fish odor, asked staff hurricane got no answer, desk staff efficient not welcoming, stayed melia ponce hilton caribe san juan warmly greetedat hotels, beach seaweed tons debris washed tide literally bulldozing away, process went entire 3 days beach completely unuseable entire time, know not helped feel lot better staff member acknowledged, room clean maintained grounds, constantly busy cutting bushes grass, spotless patio covered leaves twigs, children waiting pools leaves, called desk asked sweep wewere tracking lot dirt inside noone came, finally asked maid cleaning room employee talked personally entire stay quite pleasant, stay not near hotels town restaurants prepared eat 2 restaurants, evening went las palmas service impersonal efficient fine, planned eating alexandra, spent morning swimming pool skipped breakfast-we not big eaters opted lunch las palmas, ended worst service think remember restaurant, traveled states europe aware levels service, let explain open air restaurant walk pick want sit, male waiter acknowledged sat, point flag, menus brings 2 3, politely ask third.i flag water brings bottles, say thanks tap water fine, glasses tap water sit bar forever think maybe just standing near bar disinterested, flag order, says waitress maria, ok guess supposed know, apparently imposing clearly did not want, maria shows food, calm point asks want condiments 10 hamburger, yes, hamburger pretty dry figure wait come- wait wait, come-the tough parts pieces iceberg lettuce slice hard yellow tomato, mustard mayonaise, looks like heard, come-in large gravy pitchers, point wants know ok. tell no zero no service earlier, says people not teamwork, want speak manger, sure maybe fix things, no manager shows no waitress no ticket, finally just got left son 20 daughter 15. believe let know mom rude, 4 table eating wait staff just standing, got distinct feeling season really did n't care, night wewent yauco miles east delicious subway sandwiches excellent service man counter pleasantly joked cost 15, desk receptionist asked stay checked out.. fact busy answering phone calls clerk desk, lastly nice shallow pools, no pool service want food drink need hoof bar grounds,  ",2
"quiet relaxing like read reviews prior booking vacation, quantity positive reviews actually pretty amazing wondered good true, lots relatives employees posting away happy report positive review dead, resort wonderful stay staffed individuals highest caliber, amazed common concern staff members shared comfort guests, maintenance gardening crew desk waiters bartenders cooks pool beach crew store staff polite helpful needed willing ensure visit perfect.the resort clean grounds crew day ensuring stayed way, pool cleaned morning woke early day doing, rooms spacious clean certainly set mood relaxation.i booked 4 night inclusive, worth cost bit drinker love eat, week august just local children school, resort quiet fully staffed, time considered season wonderful experience.the food good outside cafe good inside fine dining, conerned bar closing 11:30pm thought left wanting drink busy day past 10:30pm given night, good no local night life, looking busy day drinks pool good dinner relaxing music place, looking clubbing night need look, disappointment resort just personal preference beach, enjoy rough surf diving waves, sea like bathtub little movement pretty warm, obviously appeal not used little action water.i planning trip recommend resort looking away relaxation, met understand busier quiet regular season plan doing offseason trip, want end thanking copamarina staff ensuring vacation wonderful really great people,  ",5
"loved n't words say beautiful copamarina stood week kids did n't want leave, fun pools beach game rooms gym, activities resort excellent, irving great teacher knows plan activities ages, spa excellent thank jennifer ana treating like family love, omar raul juanito edgardo thank attentions palmas cafe, katherine maria girls magnificent human beings god bless, eric jose chef thank delicious meals extraordinary taste eric wonderful person, want relax family kids visit copamarina wo n't regret penny, recomend package all-inclusive worth, staff copamarina sincerely appreciations hope year.olivieri-colon familybarranquitas puerto rico,  ",5
"average private beach surprisingly uncrowded considering number rooms resort, staff unfailingly courteous minimum working knowledge english, rooms clean modern comfortable small patio, guanica dry area resort grounds plenty greenery large palm trees, wireless internet access extended rooms, 2 pools 2 hot tubs hobie kayak water rentals available.breakfast las palmas cafe buffet style excellent made-to-order egg ishes wide selection food, lunch dinner menu limited nothing special meals cafe reasonably priced, onsite dinner restaurant good good wine selection bit expensive.not lot section country pr small island easy drive ponce towns history culture, intend stay resort-bound happy copamarina.overall good value money positive experience,  ",4
"copamarnia clean quiet relaxing reviews copamarina tell story, stayed end march met expectations based reviews read trip advisor, couple points add did not inclusive package worried no place kids eat outside copamarnia resort, really n't place eat driving, 5 miles guanica mcdonalds burger king food store, restaurants guanica did n't look inviting, number typical strip mall businesses k-mart walgreens kfc quiznos high end food store 10 miles away yauco.if ask directions desk area coast bit 20 min lots restaurants right ocean, bit adventure, not hard map lead believe.the resort long 3.5 miles narrow curvy road makes driving bit hassle road looked freshly paved, speaking roads amazed nice roads general puerto rico, did eat resort steak lobster 35 plate good, outside casual food like fajitas hamburgers reasonable prices 8 15 plate.do n't pay extra ocean view, rooms ocean view, couple rooms 5 not good view, view better 2nd level having walkout room really nice going pool, 2 pools 2 hot tubs 2 kiddie pools game room, pools large larger nicer pool restaurant.the staff friendly speak english, saw security guard felt safe, wrote review complained kids not good place honeymoon, disagree, spring break place dead, families kids hot tub 80 chairs pool open.there organized games kids day no action kids adults evening, not good place singles looking party others.on way home took different route, took route 10 ponce island, interesting n't n't lot time, large trip small mountian roads n't marked, mountains scenery really tropical pretty,  ",5
"special place college daughter vacationed copamarina early march 2007. minute decision fortunate great decisions, traveling husband felt extremely safe, resort inviting staff engaging pleasant, rooms comfortable clean, loved cozy outside bar guitar player informal atmosphere, n't looking disco night atmospere worked, did inclusive-for probably good idea, wine drinker wine selection limited, thankfully really did enjoy wine not disappointment, food average nights outstanding people work resort special, not face attentive, really happy day, nice perk communicate beach, seaweed really n't big deal really n't walk water left resort, decided exercise pool, want tranquil vacation choose copamarina, hope return husband celebrate 30th wedding anniversary.thanks guys pam anne indiana pa,  ",5
"wonderful relaxing escape copamarina wife stayed copamarina thursday monday late january excellent time there.we flew san juan took hotel shuttle airport, trips took hours traffic slowed way pit stop pick additional passenger showed slowed way, 120 way bit pricey concerned driving reviews read, drive scenic not really treacherous opinion, definitely rent car time.and think certainly time staffmembers pleasant exceptions helpful service quite good little slower use states vacation no worries loved food beach, early likely four-post beach beds comfortable recommend try spend hours stay one.we did all-inclusive package not dissappointed pregnant wife liked able advantage free drinks like yummy frozen drinks sans alcohol, breakfast buffet tasty start day, made-to-order omelets just ok right alley, lunches loved fact waiters worked beach bring food additon beverages, chicken quesadillas delicious grilled tuna, generally snack beach late morning followed late lunch outdoor restaurant, gained pounds trip dinner quite tasty stuck traditional dishes like filet mignon sea bass versus puerto rican nouvelle cuisine offerings, sat resturant nights reserved outside tables nights, servers courteous efficient desserts tasty too.as drinks frozen drinks good especially mudslide, bartenders worked hard tipped accordingly, drink beer selection pretty good all-inclusive place selections included heineken presidente medalia light ice cold.as room stayed oceanview room nothing special needed, did appreciate having access pool beach right outside door played volleyball everyday beware ground particularly hard court fun game, wife took big water tricycle workout, catamarans looked fun did not advantage, went ona snorkeling trip fun spoiled trips maui little disappointed number variety fish saw.the beach clean maintained just n't distract reading sunbathing, word paradise.all highly recommend copamarina wants relaxing trip, did not bring 20 month old son know time copamarina like great place kids, wanted check villas good vacation wife sister husband kids time booked up.we report visit,  ",5
"beautiful place management improve just returned twoday night stay copamarina, beautiful clean restaurants great, disappointed treatment received arrival spa, reservation said check-in 3:00 room ready 3 waited 45 said second room 1-1.5 hrs 5:00 ready know room going available check 12:00, pointed politely internet sites confirmation said 3:00. manager kept arguiing world expect wait couple hours, problem set desert env, no towns explore, noticed rooms bldg, night, followed directions cancelling manicure 6hrs ahead did n't know snorkel trip going water cloudy days spa n't open phone connected voice mail, called bkft spa personnel actually rude n't cancelled 6hrs, told given blanket bed 3rd son slept hard floor came, hope no, enjoyable stay ocean rincon.susanand family madison wi,  ",3
"copa marina expected, husband just returned honeymoon copa marina write experience, walked open air lobby check immediately greeted warm smiles friendliness, staff copa marina way make sure liking great resource want outside resort points, room partial garden view absolutely immaculate fabulous view garden pool sea, recommend sailing irving scuba diving tony amazing making sure good time, complaint food expensive, dinner alexandra night authentic puerto rican food, dinner 50 worth, going stay resort n't plan exploring outside all-inclusive, planning going year friends family, thank copa marina,  ",4
"heart copamarina mojiotos, say amazing, booked inclusive package 7 days 6 nights worth penny, not meal drink activity included purchase price tips included, day chose tip favorite servers making trip great, time went late september resort completely, pluses minuses, good service exceptional room upgraded ocean view having wait amazing, bad convention local priests puerto rico took bar night druken anctics, little odd padres wild, highly reccomend place looking relax catch reading good conversation wonderful mojitos, not expect crazy nightlife classical guitar playing patio night wonderful, planning hope check,  ",5
"amazing visted labor day weekend, amazing property great service, loved, n't miss going giligans island good island different beach islands, visit island restaurants good food great service.would love,  ",5
"relaxing stayed copamarina july days, rooms nice clean, pools nice opened 24 hours, enjoyed gardens hotel tropical fruits exotic palms food restaurant make sure try red snapper great place relax forget, special thanks jose gomez carlos palmas cafe service wonderful rum mojitos, return.ivan martinez,  ",5
"best resort, wonderful resort, ambience tranquility unmatched, nice rooms friendly helpful staff, general manager mr. jose padin make stay great experience.i plan return twice year,  ",5
