production_budget_usd,worldwide_gross_usd
30000000,16295774
24000000,16304786
28000000,16311335
17000000,16316273
12000000,16349034
6000000,16369708
18000000,16382538
25000000,16425701
19700000,16498827
17000000,16510971
5000000,16515203
26000000,16521410
1000000,16553163
27000000,16566235
1000000,16566240
50000000,16581575
8000000,16585503
2000000,16610760
20000000,16612072
5000000,16628751
32000000,16640210
10000000,16667084
20000000,16723377
25000000,16727470
13000000,16757163
15000000,16829464
35000000,16830252
7000000,16866928
20000000,16907831
30000000,16910708
14000000,16951798
18000000,16959614
24000000,16980098
20000000,16988996
500000,17000000
7000000,17005466
2900000,17006158
7000000,17023121
40000000,17033431
10000000,17033556
9200000,17155193
8500000,17202854
22000000,17216955
65000000,17218916
8500000,17220091
45000000,17220599
15000000,17224539
5000000,17250101
6000000,17252287
12000000,17292381
10000000,17300838
20000000,17306648
12000000,17322212
5000000,17329337
18000000,17360801
38000000,17378193
8000000,17394881
2000000,17403168
20000000,17430594
10000000,17433072
9000000,17462398
12000000,17475475
3000000,17489009
45000000,17492014
5000000,17499242
10000000,17536256
900000,17549645
9800000,17553055
4900000,17561100
3000000,17570324
21000000,17589867
10000000,17657973
20000000,17684355
10000000,17704131
21000000,17760244
5000000,17768757
9000000,17804273
20000000,17807569
38000000,17830244
13000000,17856688
30000000,17865209
35000000,17967746
1000000,17985000
2000000,18016290
8000000,18090181
6500000,18110152
67000000,18115927
45000000,18120267
7000000,18190831
32000000,18195238
6000000,18209872
9000000,18225165
20000000,18250106
15000000,18260865
20000000,18273009
15000000,18301418
3450000,18309793
20000000,18310591
47500000,18329653
2000000,18344729
35000000,18376443
20000000,18400000
10000000,18423914
3500000,18495444
26000000,18496522
6000000,18504539
92000000,18517322
15000000,18524496
5600000,18527766
30000000,18535575
32000000,18552460
55000000,18582965
20000000,18608570
7000000,18642318
23000000,18653615
1125000,18673274
62000000,18708848
10100000,18726300
13000000,18733666
30000000,18765585
9000000,18802255
20000000,18826490
8000000,18828036
15000000,18856151
9100000,18872126
8000000,18959424
25000000,18991288
12000000,19000000
15000000,19014238
30000000,19035741
12600000,19054534
10000000,19080435
20000000,19121531
23000000,19123851
15000000,19153568
2800000,19170001
4000000,19174817
3000000,19184820
25000000,19233280
35000000,19282590
12000000,19287485
22000000,19288130
38000000,19317765
15000000,19344615
12000000,19379463
40000000,19417182
5000000,19421271
5000000,19438638
20000000,19450780
3000000,19472057
10000000,19535005
70000000,19548419
22000000,19563579
9300000,19571091
30000000,19599974
5000000,19600000
14000000,19637147
18000000,19685588
17000000,19693891
18000000,19739000
40000000,19756077
10000000,19860259
70000000,19870567
8000000,19891331
30000000,19892205
13000000,19910624
13000000,19929123
11000000,19947280
600000,20000000
8000000,20005613
4000000,20008693
22000000,20034713
9000000,20035310
8000000,20036244
25000000,20052958
20000000,20081987
70000000,20107933
12000000,20122558
3000000,20123742
45000000,20133326
29000000,20146150
17500000,20159316
11000000,20169934
5250000,20188740
6250000,20199663
7000000,20257000
20000000,20268825
40000000,20278055
8500000,20288774
10000000,20384136
11000000,20388920
6000000,20400000
1500000,20412216
6500000,20412841
49000000,20423389
3400000,20433227
17000000,20465206
90000000,20466016
14000000,20537741
60000000,20541668
14000000,20597806
15000000,20601987
3250000,20605209
35000000,20606053
15000000,20609977
2000000,20649774
5000000,20659423
6000000,20695413
25000000,20718223
40000000,20722450
2000000,20741000
5000000,20765353
10000000,20766000
16000000,20769209
40000000,20790486
20000000,20819601
60000000,20830546
80000000,20841123
42000000,20844907
2000000,20883834
15000000,20898221
9100000,20927794
7000000,20940428
12500000,20959585
3000000,20966644
12500000,21000000
12000000,21089146
10000000,21094974
12000000,21133087
3000000,21163999
17000000,21170563
11000000,21171695
6000000,21197454
4000000,21206861
40000000,21215882
1987650,21270290
5000000,21277770
27000000,21300000
18000000,21361109
1000000,21378361
16500000,21404122
14000000,21410546
20000000,21413105
27000000,21500000
11000000,21502976
45000000,21544732
9000000,21571189
30000000,21577076
10000000,21596074
33000000,21621188
16000000,21657770
1250000,21722776
4000000,21750000
30000000,21758371
65000000,21778555
6000000,21787233
16000000,21799652
9400000,21817298
30000000,21827296
10000000,21851362
12000000,21867665
15000000,21896367
2200000,21930418
8000000,21970000
25000000,21970831
23000000,21973182
245000,22000000
15000000,22018988
25000000,22032635
50000000,22099706
41000000,22108977
20000000,22119269
20000000,22139590
15000000,22165608
6000000,22168359
5000000,22178125
10000000,22198996
1500000,22217183
65000,22233808
21500000,22331846
40000000,22365133
13000000,22391450
25000000,22411948
40000000,22433915
60000000,22468620
8000000,22549338
8000000,22591451
16000000,22594052
55000000,22597969
12000000,22673340
44000000,22730924
8900000,22744132
12000000,22750356
14000000,22754472
14000000,22815460
53000000,22852487
28000000,22860477
22000000,22861785
1750000,22879194
8500000,22885836
25000000,22910563
35000000,22913677
12000000,22921898
5250000,22937201
50000000,22969202
12000000,22978953
52000000,23010607
2500000,23014021
13000000,23014027
1200000,23046142
5000000,23047939
30000000,23095325
22000000,23134075
50000000,23152062
20000000,23187506
25000000,23190697
1800000,23265132
2100000,23266821
1700000,23271741
3000000,23283672
8500000,23311425
150000,23344056
4900000,23347469
30000000,23353111
36000000,23360779
12500000,23367586
18000000,23380203
7000000,23393939
4500000,23471871
25000000,23506237
5000000,23565072
10000000,23591043
2800000,23591783
2100000,23600000
20000000,23661038
30000000,23676771
3800000,23689877
12000000,23693646
17000000,23734486
658000,23800000
18000000,23889158
250000,23894000
18000000,23910210
92000000,23911362
30000000,23998226
7800000,24021282
11900000,24041617
6500000,24103594
11000000,24150550
32500000,24159934
40000000,24172899
25000000,24215385
25000000,24355762
2000000,24391108
35000000,24405825
21500000,24419219
800000,24426169
2000000,24464742
8000000,24474312
24000000,24474463
23000000,24489150
38000000,24515990
25000000,24591031
3000000,24600000
2000000,24600832
10000000,24660323
35000000,24687524
29000000,24716190
17000000,24719879
12000000,24761360
8300000,24906717
18000000,24911670
35000000,24915969
37000000,24935799
7000000,25000000
2883848,25000000
200000,25000000
14000000,25011000
5000000,25032000
22000000,25044057
63000000,25052000
6000000,25059640
9000000,25077411
35000000,25078937
35000000,25114901
11000000,25116103
14000000,25187026
30000000,25199891
6000000,25244700
40000000,25268680
7000000,25269040
11000000,25307405
4500000,25344490
67000000,25357771
10000000,25358996
20000000,25361206
7300000,25397460
50000000,25426861
4000000,25448707
14500000,25480031
1800000,25504513
12000000,25514848
7000000,25532388
2500000,25533818
14000000,25608779
8000000,25621449
8300000,25670174
10000000,25697647
18000000,25727044
25000000,25732334
20000000,25732986
22000000,25842377
70000000,25852508
5000000,25861249
7400000,25863405
40000000,25863458
22000000,25873142
14000000,25873145
1800000,25878153
29000000,25899797
5000000,25913869
48000000,25928721
18000000,25941437
20000000,25943792
6000000,26004026
5000000,26010864
18900000,26063572
50000000,26097497
50000000,26121638
20000000,26146072
15000000,26170402
30000000,26184400
8000000,26199377
50000000,26199517
30000000,26214846
30000000,26323969
25000000,26341896
20000000,26348203
50000000,26387039
18000000,26400000
5000000,26517819
7000000,26533200
13000000,26570048
140000,26572439
18000000,26593580
35000000,26613620
65000000,26670920
60000000,26673242
80000000,26703184
30000000,26708196
10000000,26716191
12500000,26735797
40000000,26736665
20000000,26792700
5000000,26853810
30000000,26857459
17000000,26918576
18000000,26936265
27500000,26939925
40000000,27000381
1200000,27025600
40000000,27053815
13000000,27066941
4500000,27092880
50000000,27100030
35000000,27107960
18000000,27147349
30000000,27147991
18000000,27148898
13000000,27151490
27500000,27187653
22000000,27238354
27000000,27257061
12000000,27281507
10000000,27317872
5000000,27342246
50000000,27366288
18000000,27392196
32000000,27392609
45000000,27447471
14000000,27450453
15000000,27469621
18000000,27491653
38000000,27501814
25000000,27572844
33000000,27610873
40000000,27682712
20000000,27688744
3500000,27704111
15000000,27709625
3500000,27731527
24000000,27732366
4000000,27786849
3000000,27788649
18000000,27794339
20000000,27836366
22000000,27882226
20000000,27911453
3500000,27936778
6000000,27958191
13000000,27979399
25000000,28012862
20000000,28058652
7000000,28142379
5000000,28200000
28000000,28208085
55000000,28231444
20000000,28270399
25000000,28307092
8000000,28315272
1000000,28316211
3900000,28350000
1350000,28356188
6500000,28383441
35000000,28391473
25000000,28400715
29000000,28452945
40000000,28544120
25100000,28575778
10000000,28649556
8000000,28674417
26000000,28703083
35000000,28721408
16000000,28734552
20000000,28762690
9000000,28773637
27000000,28773827
24000000,28871190
8000000,28876702
35000000,28906817
12000000,28915761
50000000,28920188
13000000,28972187
1100000,29005064
13500000,29027914
16000000,29090445
15000000,29145924
5300000,29197694
8500000,29200000
30000000,29203383
25000000,29206732
20000000,29227561
25000000,29276904
10000000,29317886
30000000,29356757
45000000,29367143
19500000,29393634
375000,29400000
45000000,29406132
10000000,29500000
38000000,29544532
25000000,29548291
12000000,29549145
7500000,29652736
80000000,29725663
47000000,29781453
24000000,29823162
11400000,29830239
20000000,29843245
25000000,29863840
20000000,29870801
35000000,29882645
35000000,29890402
18000000,29934477
8000000,29937909
32000000,29948322
114000,30000000
8250000,30022000
10000000,30050028
22000000,30051905
60000000,30063805
58000000,30118557
15000000,30138912
10000000,30143795
20000000,30163785
40000000,30199105
20500000,30241435
15000000,30261293
8500000,30298347
35000000,30307804
17000000,30331165
5000000,30332385
1500000,30351664
7000000,30360570
60000000,30396134
20000000,30399714
3000000,30438635
14000000,30443277
20000000,30491379
1650000,30500000
40000000,30576502
25530000,30593313
26000000,30601801
75000000,30626690
14000000,30628981
10000000,30629507
20000000,30703845
22500000,30719170
20000000,30808558
15000000,30857000
22500000,30864649
31000000,30885781
20000000,30894247
30000000,30962112
16000000,30987695
22000000,31013349
3400000,31063038
15000000,31070412
45000000,31077418
5000000,31149251
27500000,31157914
10000000,31164747
12000000,31222395
12000000,31286759
28000000,31320293
50000000,31333917
10700000,31341183
28000000,31390587
35000000,31393201
2700000,31517561
10000000,31556959
500000,31559560
25000000,31635150
40000000,31670620
11000000,31672000
20000000,31678778
45000000,31681811
6000000,31716953
27000000,31770413
40000000,31835600
35000000,31878891
6500000,31899000
16000000,31943401
34000000,32014993
40000000,32030610
20000000,32051917
3300000,32059295
25000000,32092761
10000000,32100816
25000000,32209741
8500000,32222567
25000000,32223424
12000000,32248241
2500000,32327255
13000000,32382381
10000000,32430721
18500000,32531759
10750000,32575443
19000000,32618920
20000000,32632668
3000000,32653000
24000000,32662299
18500000,32679264
12000000,32700439
35000000,32738814
20000000,32838945
11000000,32943247
45000000,32952995
30000000,32955399
8600000,32968648
2600000,32980880
60000000,32983332
10000000,33000000
28000000,33000377
29000000,33013805
13500000,33035736
13000000,33069303
70000000,33076815
15000000,33118854
28000000,33139618
40000000,33175076
26000000,33200000
24000000,33208099
3000000,33300000
30000000,33339868
2500000,33349941
5800000,33395426
3200000,33395426
35000000,33422485
35000000,33422806
12500000,33436931
65000000,33447612
68000000,33462011
80000000,33463969
500000,33473297
3300000,33474334
35000000,33500620
15000000,33508485
10000000,33512260
10000000,33526835
7500000,33606409
5000000,33649881
26000000,33713827
2777000,33754967
22000000,33762400
35000000,33771965
10000000,33886017
18000000,33907844
4200000,33913542
20000000,33943049
18500000,33954018
60000000,33956608
3500000,34004262
75000000,34009180
14000000,34044909
55000000,34105207
3250000,34114067
13000000,34166572
4833610,34175000
10000000,34240572
26000000,34246770
15000000,34247816
50000000,34301950
19000000,34352162
10000000,34364995
10600000,34409206
40000000,34416893
6000000,34449356
20000000,34454631
35000000,34480045
15000000,34499204
600000,34505110
15000000,34533783
2500000,34557416
15000000,34562222
9000000,34572780
20000000,34600000
50000000,34645374
45000000,34668249
14000000,34700000
20000000,34718173
14000000,34729091
20000000,34787111
50000000,34806726
15000000,34820335
5000000,34872033
8000000,34873513
13000000,34916128
15000000,35007180
10000000,35073978
15000000,35106706
7250000,35122948
76000000,35129610
2000000,35185884
40000000,35195939
60000000,35319689
5000000,35341814
22000000,35409686
70000000,35417162
35000000,35426759
20000000,35450113
20000000,35472739
30000000,35579007
14000000,35579177
45000000,35627222
85000000,35681080
24000000,35792945
7000000,35795319
12000000,35830713
20000000,35841901
14000000,35856053
30000000,35869934
30000000,35891257
25000000,35990505
10000000,36000000
5000000,36000000
4000000,36000000
2500000,36028802
30000000,36040895
9000000,36049108
25000000,36054706
15000000,36068890
18000000,36133014
4400000,36145695
7000000,36146087
42000000,36197221
10000000,36230219
7500000,36238752
13000000,36262783
20000000,36265745
4000000,36275469
32000000,36299670
23000000,36374700
45000000,36404841
17500000,36521223
9000000,36535837
5500000,36665191
25000000,36682170
2250000,36690067
20000000,36720752
30000000,36722311
1200000,36741667
75000000,36751979
4600000,36751984
9700000,36787044
25000000,36833473
60000000,36850101
24000000,36856306
21000000,36882378
18000000,37048526
35000000,37066129
20000000,37226218
72000000,37306334
6200000,37339594
12000000,37400000
10000000,37402877
15000000,37466538
50000000,37472651
10000000,37493221
20000000,37537675
12000000,37584304
1000000,37600000
15000000,37659652
20000000,37672944
40000000,37750754
2700000,37799643
5900000,37831658
47000000,37923818
39000000,37956589
21000000,38017873
17000000,38028230
10000000,38067218
40000000,38087756
25000000,38112154
22700000,38119483
30000000,38122000
7000000,38158601
28000000,38159905
20000000,38164784
40000000,38172500
3000000,38236338
4000000,38251425
65000000,38253433
35200000,38283765
57000000,38329114
25000000,38351350
10000000,38364855
60000000,38389024
30000000,38462071
15000000,38512850
55000000,38564422
15000000,38574362
20000000,38585047
50000000,38590458
23000000,38684906
25000000,38718031
30000000,38747385
25000000,38749404
31500000,38771262
26000000,38788828
40000000,38899792
28000000,38959900
13000000,38976797
70000000,38992292
60000000,39006188
12000000,39012241
65000000,39017984
15000000,39100956
25000000,39126427
28000000,39134983
25000000,39217912
17000000,39233233
60000000,39235486
15000000,39238443
6000000,39241323
75000000,39251128
21000000,39319801
35000000,39340177
28000000,39360491
4300000,39374600
16500000,39380876
25000000,39393111
32000000,39498360
65000000,39499349
150000000,39549758
13300000,39686345
20000000,39686769
5000000,39723096
40000000,39753957
50000000,39778599
6000000,39846344
11000000,39984023
7500000,40016662
24000000,40020622
10000000,40055439
4000000,40103262
50000000,40119848
62000000,40123346
15000000,40127259
80000000,40147042
7000000,40157856
15000000,40283321
25000000,40287017
5000000,40311842
39000000,40319440
16000000,40363530
40000000,40435694
3500000,40454520
10000000,40485039
30000000,40520649
3500000,40527719
25000000,40686409
25000000,40796145
15000000,40862054
28000000,40966716
10000000,41004412
20000000,41015970
50000000,41042583
26000000,41059418
25000000,41076865
18000000,41148679
2200000,41158757
42000000,41267469
5500000,41268579
40000000,41294674
20000000,41296320
18000000,41300105
8000000,41334735
20000000,41342180
58000000,41348628
18000000,41382841
6900000,41410568
30000000,41457834
45000000,41467606
50000000,41476097
33000000,41495213
25000000,41560117
65000000,41636243
50000000,41642166
35000000,41666476
5000000,41699612
12000000,41744718
100000,41753881
22000000,41771168
24000000,41798224
5000000,41824066
5000000,41833347
25000000,41921590
12000000,41924774
20000000,41975388
50000000,41982227
6000000,42000000
50000000,42002029
35000000,42064105
18000000,42067430
1700000,42137871
17000000,42141196
18000000,42167286
13000000,42174545
13000000,42195766
10000000,42226657
21000000,42273609
8470000,42355526
8000000,42376425
1000000,42411721
6500000,42488161
50000000,42598498
25000000,42642077
10000000,42776032
30000000,42799060
5000000,42844516
8000000,43000000
5700000,43044087
16000000,43057552
15000000,43111725
12000000,43281552
18000000,43308707
20000000,43326383
45000000,43343247
12000000,43353117
18000000,43402515
30000000,43440721
7500000,43492389
8500000,43528634
25000000,43530281
65000000,43545364
32000000,43603990
27500000,43607627
21000000,43632609
20000000,43658157
6000000,43700000
21000000,43728560
4000000,43766463
36000000,43797731
16500000,43848100
12000000,43924923
21000000,43928932
10000000,43948865
78000000,43957541
55000000,43980363
25000000,43988888
12500000,44083403
6900000,44103982
5000000,44115496
23000000,44195779
9000000,44196684
12000000,44200000
29000000,44267641
27000000,44270131
27000000,44342956
40000000,44383030
19000000,44391156
15000000,44400000
38000000,44411527
10000000,44451470
20000000,44513466
10000000,44567606
85000000,44650003
13000000,44726644
3600000,44785053
500000,44793168
5000000,44793222
20000000,44821299
25000000,44942821
40000000,44948240
25000,45000000
19000000,45005151
26000000,45043870
43000000,45095823
23000000,45121177
27000000,45160110
22000000,45273464
16000000,45284974
17000000,45312217
29000000,45336404
12500000,45557491
35000000,45680201
42000000,45688337
17000000,45707924
21000000,45785720
30000000,45892212
40000000,45916769
10000000,45921140
11000000,46060915
50000000,46112640
400000,46122713
20000000,46164361
40000000,46176322
15000000,46189568
30000000,46225326
5000000,46263525
35000000,46309644
12500000,46370970
15000000,46526243
45000000,46598133
20000000,46604054
6000000,46634275
40000000,46666955
12000000,46730578
28000000,46752858
25000000,46777347
20000000,46790428
51000000,46815807
15000000,47011449
40000000,47085064
18000000,47158652
15000000,47175038
55000000,47213095
33000000,47267829
7000000,47289758
20000000,47300771
56000000,47313824
60000000,47371191
52000000,47407635
8500000,47417251
20000000,47508505
20000000,47666013
16000000,47707417
15000000,47721314
18975000,47751015
8000000,47782426
40000000,47787943
60000000,47818913
20000000,47881663
30000000,47902566
4500000,47923795
30000000,48048527
85000000,48056764
65000000,48164150
50000000,48169156
35000000,48169910
70000000,48197252
30000000,48330757
32500000,48425971
37000000,48446802
44000000,48478084
25000000,48530887
23000000,48531242
35000000,48543388
30000000,48559999
45000000,48563556
2800000,48570885
60000000,48585416
20000000,48680977
20000000,48958353
21000000,48977233
43000000,49037621
50000000,49105766
6000000,49155371
12700000,49196532
60000000,49238525
13000000,49369899
60000000,49473093
10000000,49486874
45000000,49610898
120000000,49628177
40000000,49686263
70000000,49730854
13000000,49733545
11000000,49793054
4000000,49800000
20000000,49823037
40000000,49851591
19000000,49858465
15000000,49894223
7000000,49924079
50000000,49928680
33500000,50000000
15000000,50000000
15000000,50003303
50000000,50054511
50000000,50068310
40000000,50071069
10000000,50100000
16000000,50103808
30000000,50145607
36000000,50159144
73000000,50168294
53000000,50187789
48000000,50315140
8500000,50334418
35000000,50363790
58000000,50365498
75000000,50409753
13000000,50445860
5500000,50458356
16000000,50517763
27500000,50578411
80000000,50632037
60000000,50648806
25000000,50692188
54000000,50719373
25000000,50738810
10000000,50752337
26000000,50800000
8000000,50811858
23000000,50813834
8300000,50827466
20000000,50948811
38000000,50970660
30000000,51041856
30000000,51078541
7000000,51204567
30000000,51327406
20000000,51445503
30000000,51618420
22000000,51695362
25000000,51702929
19000000,51733921
40000000,51867723
18000000,51973029
21000000,52037603
15000000,52189039
12000000,52223306
8000000,52287414
10000000,52293000
6000000,52302978
30000000,52339566
25000000,52427346
15000000,52461017
15000000,52501541
25000000,52543354
16000000,52545707
180000000,52573132
35000000,52649951
1000000,52769915
4000000,52819253
30000000,52880016
11000000,52929168
50000000,52987754
30000000,53048539
8000000,53068955
52000000,53139168
23000000,53182088
20000000,53191101
31000000,53208180
35000000,53293628
25000000,53345287
13000000,53424681
35000000,53425292
80000000,53508858
30000000,53572822
16000000,53774833
50000000,53850527
40000000,53864342
55000000,53913573
20000000,53976987
16000000,53977250
29000000,54045832
30000000,54052249
10000000,54104225
53000000,54207112
6500000,54215416
70000000,54243125
16000000,54294169
13200000,54323210
75000000,54344321
26000000,54393637
20000000,54404202
33000000,54533774
80000000,54540662
70000000,54612337
72000000,54616869
35000000,54768418
13000000,54837234
45000000,54855235
60000000,54994757
1500000,55000000
17000000,55041738
25000000,55090374
3000000,55193251
40000000,55247881
40000000,55249159
25000000,55279608
28000000,55307857
50000000,55348693
25000000,55443032
50000000,55489826
27000000,55495466
500000,55518641
15000000,55534455
20000000,55576699
7000000,55617866
15000000,55669466
20000000,55686944
40000000,55696705
22000000,55762229
1500000,55800987
45000000,55842724
37000000,55909910
15000000,55934178
20000000,55975672
25000000,56042592
50000000,56077088
12000000,56131239
11000000,56178935
6500000,56200634
42000000,56331864
20000000,56398162
65000000,56409722
25000000,56434942
42000000,56438555
19000000,56445534
25000000,56505065
16000000,56506120
7000000,56586901
13700000,56598476
50000000,56643267
60000000,56709981
11000000,56758138
20000000,56822960
35000000,56968169
12000000,57000000
7000000,57051053
13000000,57189408
18000000,57193655
27000000,57229890
50000000,57261763
17000000,57263440
4000000,57273049
20000000,57293371
13000000,57300000
45000000,57362581
5500000,57467731
11500000,57469179
18000000,57490024
22000000,57520063
12000000,57577765
15000000,57586606
60000000,57604723
38000000,57753825
36000000,57824533
42000000,57850343
15000000,57907734
38600000,57987299
16500000,58011485
57500000,58085235
30000000,58228460
25000000,58240458
3000000,58240487
40000000,58250151
80000000,58270391
38000000,58394308
35000000,58405313
40000000,58501127
65000000,58545540
19000000,58571513
45000000,58617334
37500000,58792011
23000000,58807172
6000000,58809149
40000000,58855732
10000000,58939035
70000000,58953319
5000000,58978653
15000000,59168692
25000000,59183821
58000000,59431365
32000000,59450353
45000000,59551283
1000000,59567035
20000000,59667625
9500000,59675307
550000,59754601
40000000,59795070
100000000,59918422
2500000,59922558
39000000,59950623
12000000,60000000
9400000,60000000
55000000,60209334
18000000,60217171
18000000,60264805
68000000,60265197
70000000,60279822
50000000,60282876
35000000,60376247
13000000,60414025
42000000,60437727
80000000,60507228
30000000,60512680
27000000,60527873
5000000,60611845
77600000,60680125
25000000,60694737
30000000,60772856
28000000,60780981
20000000,60831067
40000000,60862471
17500000,60865364
70000000,61031932
35000000,61173364
26000000,61308153
15000000,61400000
30000000,61449135
45000000,61475984
32000000,61477797
30000000,61623819
20000000,61680792
125000000,61681268
125000000,61698899
35000000,61721826
15000000,61788393
38000000,61894591
30000000,61950770
33000000,62020814
43000000,62063972
11000000,62076141
57000000,62097495
28000000,62108587
72000000,62176754
50000000,62209892
40000000,62226214
15000000,62401343
30000000,62432423
13000000,62452927
12000000,62500000
4000000,62546695
1000000,62561449
8000000,62599495
18000000,62646763
65000000,62761005
34800000,62831715
50000000,62967368
24000000,62989834
43000000,63078756
12000000,63118386
28000000,63129909
64000000,63200000
35000000,63211088
10000000,63320521
10000000,63354114
90000000,63356133
55000000,63408614
10000000,63465522
26000000,63489752
55000000,63537164
53000000,63657941
15000000,63706632
1150000,63777092
42000000,63781100
34000000,63802928
15000000,63954968
30000000,64170447
22000000,64171419
35000000,64188387
15000000,64232714
5000000,64240813
15000000,64252038
30000000,64352607
28000000,64474705
50000000,64477051
25000000,64594061
16000000,64733391
35000000,65063726
35000000,65084116
19000000,65090541
30000000,65121280
15000000,65261291
40000000,65282732
35000000,65303052
30000000,65343694
30000000,65390493
70000000,65409046
20000000,65454793
45000000,65532491
12000000,65532576
45000000,65595141
95000000,65700000
26000000,65705772
90000000,65716126
40000000,65754228
18000000,65842412
36000000,65967750
25000000,66015869
20000000,66143005
54000000,66520529
80000000,66554547
60000000,66655938
30000000,66742138
20000000,66776908
42000000,66787173
45000000,66790248
85000000,66941559
20000000,66950887
50000000,66961644
37000000,67029956
55000000,67130045
15000000,67182787
20000000,67192859
15000000,67215435
30000000,67255916
60000000,67312826
24000000,67348218
26000000,67647574
18000000,67683989
50000000,67823573
13000000,67867998
20000000,67950723
31000000,68079671
35000000,68170792
10000000,68220952
60000000,68336997
20000000,68349884
3000000,68452128
19000000,68467960
10000000,68541786
16000000,68582095
26000000,68613992
8500000,68695443
10500000,68700000
35000000,68712365
10000000,68722848
8000000,68838736
30000000,69057415
80000000,69131860
70000000,69157016
28000000,69290699
50000000,69411370
50000000,69425966
39000000,69538833
100000000,69548641
65000000,69688384
22000000,69698495
20500000,69701637
11000000,69752402
55000000,69759296
40000000,69807260
12800000,69821476
12500000,69826708
76000000,69845011
15000000,69847348
15000000,69995385
325000,70000000
14000000,70001698
24000000,70027933
35000000,70064800
19000000,70164105
1800000,70165900
35000000,70187088
30000000,70200000
45000000,70216497
25000000,70326393
17000000,70355813
22000000,70536870
70000000,70546865
32000000,70587268
55000000,70692101
6500000,70712099
20000000,70743839
30000000,70768144
40000000,70836296
14600000,70906973
48000000,70937778
22000000,70949793
42000000,71000000
49000000,71004627
25000000,71009334
50000000,71052604
60000000,71073932
48000000,71171825
30000000,71172251
55000000,71189835
20000000,71232214
25000000,71390601
28000000,71430876
80000000,71485043
75000000,71523271
3100000,71558971
25000000,71594792
60000000,71719931
40000000,71743823
72500000,71880305
110000000,72004159
17000000,72070955
40000000,72295262
45000000,72359917
65000000,72516819
14000000,72571864
49000000,72689126
20000000,72703462
75000000,72785169
17000000,72835710
15000000,73000000
35000000,73026302
13000000,73180297
20000000,73206343
42000000,73239258
15000000,73326666
28000000,73421224
75000000,73521587
18000000,73695194
13000000,73798720
27000000,73826768
38000000,73956241
20000000,73964713
3000000,73975239
11000000,74056184
85000000,74132631
40000000,74156610
20000000,74180745
21500000,74326015
12000000,74433837
55000000,74545591
5600000,74566042
65000000,74575290
12000000,74727492
30000000,74787599
55000000,74870866
35000000,75281179
40000000,75389090
55000000,75466595
40000000,75505856
14000000,75525718
68000000,75685268
8500000,75740479
26000000,75763814
11000000,75803716
52000000,75835124
45000000,75854588
33000000,75909673
60000000,75965567
19000000,76086711
50000000,76119388
8000000,76200721
30000000,76235001
25000000,76270454
42500000,76347393
138000000,76416746
110000000,76482461
8000000,76657000
45000000,76665507
45000000,76904429
15000000,76954311
12000000,77063461
18000000,77147031
25000000,77208711
35000000,77220596
68000000,77224232
22000000,77229695
35000000,77392139
28000000,77477297
15000000,77514401
48000000,77562568
32000000,77593167
115000000,77628265
18000000,77635035
75000000,77636443
23000000,77735925
6400000,78019031
15000000,78054825
60000000,78080697
10000000,78096553
16000000,78208812
40000000,78269970
85000000,78353508
11000000,78356170
60000000,78481410
30000000,78571737
20000000,78613981
29000000,78652395
25000000,78656813
10000000,78693371
24000000,78714211
20000000,78769428
2000000,78900000
85000000,78948765
130000000,79076678
20000000,79114085
4000000,79250193
5000000,79282312
55000000,79312301
6400000,79384539
45000000,79564960
12000000,79817937
32000000,79915361
33000000,79958599
13500000,80000000
8200000,80000000
43000000,80013623
23000000,80171596
18000000,80227619
30000000,80276156
50000000,80369970
58000000,80480566
22000000,80491516
9000000,80500000
50000000,80583311
45000000,80594860
27000000,80681183
60000000,80767884
85000000,80831893
60000000,81079566
39000000,81150788
2000000,81197047
4500000,81198894
11000000,81204830
25000000,81249176
31500000,81250488
26000000,81275291
20000000,81424988
21000000,81452811
20000000,81461343
30000000,81529000
3500000,81600000
30000000,81613606
16000000,81742618
9000000,81831866
35000000,81967450
12300000,81972846
8000000,82000000
100000000,82145379
30000000,82148538
60000000,82150183
25000000,82150642
28000000,82183683
4800000,82241110
32000000,82332450
32000000,82339483
30000000,82409520
12000000,82497035
50000000,82751189
60000000,82812456
14000000,82925064
8000000,82955633
25000000,82991460
50000000,83034523
9000000,83051676
85000000,83080084
11000000,83088295
35000000,83109359
35000000,83226569
30000000,83282296
50000000,83306268
2280000,83320000
3500000,83453539
5500000,83529758
24000000,83531958
10000000,83593107
24000000,83660160
16500000,83792062
42000000,83833602
60000000,84154026
35000000,84606030
30000000,84646831
12000000,84970337
137000000,85131830
20000000,85146165
11000000,85278712
10000000,85300000
36000000,85315070
12000000,85512300
24000000,85527867
75000000,85632458
35000000,85761789
35000000,85911226
5700000,86051320
2800000,86300000
25500000,86301599
5000000,86362372
72500000,86509602
48000000,86607223
35000000,86648359
24000000,86765463
40000000,86778557
80000000,86787530
69000000,86796502
20000000,86858578
23000000,86930411
18000000,87000000
16000000,87041569
38000000,87098466
58000000,87100000
60000000,87123569
40000000,87145086
68000000,87173475
9400000,87226613
4000000,87400000
90000000,87420776
55000000,87524497
109000000,87683966
3000000,87727807
40000000,87949859
30000000,87956618
15000000,87973835
40000000,88069880
50000000,88316835
15500000,88611837
95000000,88725100
60000000,88832210
70000000,88933562
32000000,88978458
35000000,89102315
12000000,89309178
32000000,89441732
25000000,89476265
75000000,89758389
50000000,89895930
30000000,89955540
35000000,90221182
